# pax-britannica state trace
# frames=12000 lua=Lua 5.4
# frame hash live_actors factory fighter bomber frigate laser bomb missile
1794 803f4750a9312389 118 4 4 4 4 1 2 20
1795 4534e336084d81c3 119 4 4 4 4 1 2 21
1796 4eaff6ad8ebffe90 119 4 4 4 4 1 2 21
1797 3cdf36fe72790bbd 119 4 4 4 4 1 2 21
1798 152a04b356783c52 119 4 4 4 4 1 2 21
1799 29fd3f68596b5f74 121 4 4 4 4 1 2 22
1800 3b24e8d2345caa82 122 4 4 4 4 2 2 22
1801 f85ddf32de86c824 123 4 4 4 5 1 2 23
1802 d33f607a04663430 124 4 4 4 5 1 2 23
1803 50f1e7eb095b9f2a 125 4 4 4 5 1 2 23
1804 8273b9170c9ef7eb 125 4 4 4 5 1 2 23
1805 1512bae17e9083dc 124 4 4 4 5 1 2 24
1806 f724e832d9cf5c02 125 4 4 4 5 1 2 24
1807 f1ce4a2403bb9443 125 4 4 4 5 1 2 24
1808 c61fc4b401cfd3a2 125 4 4 4 5 1 2 24
1809 e20050334857b630 124 4 4 4 5 1 1 24
1810 45026f27d2afe421 125 4 4 4 5 1 1 25
1811 9a2a79dc6464e521 125 4 4 4 5 0 1 26
1812 5e5e999569fa1176 126 4 4 4 5 1 1 26
1813 c3f751ef0287e1f8 126 4 4 4 5 1 1 26
1814 b647fd4a58c487d9 126 4 4 4 5 1 1 26
1815 060fc0860a0d1381 127 4 4 4 5 1 1 26
1816 e467baff65e9f1e4 127 4 4 4 5 1 1 26
1817 015114d92960b954 126 4 4 4 5 0 1 26
1818 08beef1c21a27ce6 127 4 4 4 5 1 1 26
1819 974839bad58e072f 126 4 4 4 5 1 0 26
1820 c5ac517a505ff2e7 128 4 4 4 5 1 0 27
1821 eacb38c3f6f18eab 128 4 4 4 5 1 0 27
1822 794ddea6f95a6bc9 127 4 4 4 5 0 0 27
1823 4e1914d50aa61080 128 4 4 4 5 0 0 27
1824 22c041d02c5f2df1 128 4 4 4 5 0 0 27
1825 6973e5885b85d8fc 128 4 4 4 5 0 0 27
1826 10b390a3ea115b05 128 4 4 4 5 0 0 27
1827 646051b366391da8 127 4 4 4 5 0 0 26
1828 3980d1cd666f65db 128 4 4 4 5 0 0 26
1829 414e64eae2c567df 128 4 4 4 5 0 0 26
1830 a105a0ba1da2e25a 128 4 4 4 5 0 0 26
1831 a89d07ad903896d3 128 4 4 4 5 0 0 26
1832 c52855d2469c547a 129 4 4 4 5 0 0 26
1833 7dffc3918f52f14d 130 4 4 4 5 1 0 26
1834 9ba3748de5828ee8 130 4 4 4 5 1 0 26
1835 245f6221b897b127 129 4 4 4 5 1 0 25
1836 97822737ede844a9 127 4 4 4 5 1 0 24
1837 71abe7c0bd35815b 127 4 3 4 5 1 0 24
1838 899e31e89008567e 127 4 3 4 5 1 0 24
1839 8d48c07c825dc75b 128 4 3 4 5 2 0 24
1840 78feab0ef75dbff1 127 4 3 4 5 1 0 24
1841 232676e7cc80cbdb 127 4 3 4 5 1 0 24
1842 8f8f2bc03f7cff73 127 4 3 4 5 1 0 23
1843 5c48ea8f4cc85755 127 4 3 4 5 1 0 23
1844 0d4d44fad8df301f 127 4 3 4 5 1 0 23
1845 c17139eb57712388 127 4 3 4 5 1 0 23
1846 029eafd8c1ed1250 127 4 3 4 5 1 0 23
1847 9c67c61001882bc7 127 4 3 4 5 1 0 23
1848 13237687b3f66004 126 4 3 4 5 1 0 23
1849 e68b4b6b8abfb8c2 126 4 3 4 5 1 0 23
1850 1844785f3322da07 126 4 3 4 5 0 0 23
1851 1b1f25936473b7e5 127 4 3 4 5 1 0 22
1852 4425a635f36e2bb7 127 4 3 4 5 1 0 22
1853 682dbcd54d1c5fe6 127 4 3 4 5 1 0 22
1854 d835d6a7c81b87b8 127 4 3 4 5 1 0 22
1855 83b176d2605e1620 127 4 3 4 5 0 0 22
1856 71495c815dfd2fdc 128 4 3 4 5 0 1 22
1857 cc3cdec11cc25ea0 130 4 3 4 5 1 1 22
1858 ac3781ac38cb9d0d 130 4 3 4 5 1 1 22
1859 1bd35f1e83187b39 130 4 3 4 5 1 1 22
1860 7e121af629e891a2 129 4 3 4 5 0 1 22
1861 20935adf64989eda 129 4 3 4 5 0 1 22
1862 ff9e8639bbf1949b 130 4 3 4 5 0 1 22
1863 4bf7b6dd90a6f85c 130 4 3 4 5 0 1 22
1864 cb7466e9b4344d47 131 4 3 4 5 0 1 22
1865 a9068f9a8c275672 132 4 3 4 5 0 1 22
1866 85906bec8616cc8e 132 4 3 4 5 0 1 22
1867 4096d781b2d7dfcb 132 4 3 4 5 0 1 22
1868 3211eb5ceb930847 132 4 3 4 5 0 1 22
1869 02cc058a8f227ae5 132 4 3 4 5 0 1 22
1870 3a94edd8c1b98591 133 4 3 4 5 0 1 22
1871 f47c171b852a4f71 134 4 3 4 5 0 1 22
1872 6ab5c9865725b5f3 135 4 3 4 5 0 1 22
1873 65cb6265fcd23f54 135 4 3 4 5 0 1 22
1874 13bb1e15068c0a46 136 4 3 4 5 0 1 22
1875 48e17d2adf42c2b2 136 4 3 4 5 0 1 22
1876 abae5dae0feb8d0b 136 4 3 4 5 0 1 22
1877 b28958c648dffcfb 136 4 3 4 5 0 1 22
1878 c43d1ac75b920749 136 4 3 4 5 0 1 22
1879 8df65137c1f904b6 136 4 3 4 5 0 1 22
1880 e62b05cfc7662c5f 137 4 3 4 5 0 1 23
1881 372871a6cd0569ac 137 4 3 4 5 0 1 23
1882 3a28236bdfff4c97 137 4 3 4 5 0 1 23
1883 7e3d91861a688f7f 137 4 3 4 5 0 1 23
1884 3e921b716731e52d 136 4 3 4 5 0 1 23
1885 818276841dfd96bf 136 4 3 4 5 0 1 23
1886 fad7f84083be15b9 137 4 3 4 5 0 1 24
1887 0126c6366d2f9ee5 137 4 3 4 5 0 1 24
1888 33dffb67bf6a90a2 137 4 3 4 5 0 1 24
1889 7e15382be4f6d0b0 137 4 3 4 5 0 1 24
1890 63d80c4b9acd31ea 137 4 3 4 5 0 1 24
1891 38cf14cd70f7fe32 140 4 4 4 6 0 1 24
1892 87d1305353b57d41 141 4 4 4 6 0 1 25
1893 0481d7d44a93044a 141 4 4 4 6 0 1 25
1894 38a3fd2b884c9dea 140 4 4 4 6 0 1 25
1895 45fb6248e70298f4 139 4 4 4 6 0 1 25
1896 0f0417345f687223 140 4 4 4 6 0 2 25
1897 9c70e26558bf506a 140 4 4 4 6 0 2 25
1898 dc4028ba88352f70 141 4 4 4 6 0 2 26
1899 05aa7a8afb2a76e1 142 4 4 4 6 0 2 26
1900 cfc37859d2c7769c 143 4 4 4 6 0 2 26
1901 522fb2266b09f8aa 145 4 4 4 6 0 2 26
1902 7b0ea1ed0674d9db 144 4 4 4 6 0 2 26
1903 2841e70f7370dcf4 144 4 4 4 6 0 2 26
1904 192af14d684e75f7 144 4 4 4 6 0 1 27
1905 d05e2d89961d10ef 144 4 4 4 6 0 1 27
1906 fcb168b400fcf928 144 4 4 4 6 0 1 27
1907 2de88fd05aaf1b69 144 4 4 4 6 0 1 27
1908 e5606c280ecaecd8 145 4 4 4 6 0 1 27
1909 4cbd768373a1de2e 146 4 4 4 6 0 1 27
1910 cd047868b22ed0b3 146 4 4 4 6 0 1 28
1911 38ad4cb3d730303b 146 4 4 4 6 0 1 28
1912 52bb7edd3ad30d0f 146 4 4 4 6 0 1 28
1913 36cbc001e5187903 146 4 4 4 6 0 1 28
1914 bbbd878ef129d4db 146 4 4 4 6 0 1 28
1915 b6daa53442d3bb5d 148 4 4 4 6 0 1 28
1916 02cef1edd1117d1a 149 4 4 4 6 0 1 29
1917 bfdfef41d5fe0a92 149 4 4 4 6 0 1 29
1918 7210940bc8f3cb4a 149 4 4 4 6 0 1 29
1919 213eb8a60f40822c 148 4 4 4 6 0 1 29
1920 0ddf21f8ed5f15eb 148 4 4 4 6 0 1 29
1921 5c5f5ad896c12971 148 4 4 4 6 0 1 29
1922 d3efccce816a1750 149 4 4 4 6 0 1 30
1923 54ab92f4fcfa3187 149 4 4 4 6 0 1 30
1924 e2d22b373e1d55b1 148 4 4 4 6 0 1 29
1925 a874a62e00c2a41c 147 4 3 4 6 0 0 29
1926 093842d65c74ab23 147 4 3 4 6 0 0 29
1927 d3e84520dd961668 147 4 3 4 6 0 0 29
1928 f9901a2aa5d710a2 148 4 3 4 6 0 0 29
1929 9ecb714dfadd695f 148 4 3 4 6 0 0 29
1930 d3f915dd17ecef0b 148 4 3 4 6 0 0 29
1931 ad24fa9fc1a1c8cc 150 4 3 4 6 0 0 30
1932 1b0fbba43b84aad7 149 4 3 4 6 0 0 29
1933 5139232fae1131a9 149 4 3 4 6 0 0 29
1934 d7f38a71e4ea1f5e 149 4 3 4 6 0 0 29
1935 e14d7c631e595e83 147 4 3 4 6 0 0 28
1936 89b71a4def0ade30 148 4 3 4 6 0 1 28
1937 6e24ff68230c4f16 149 4 3 4 6 0 1 28
1938 5f90574bd27d019a 150 4 3 4 6 0 1 28
1939 89f196184a26079d 150 4 3 4 6 0 1 28
1940 98d593fe185f57d7 150 4 3 4 6 0 1 28
1941 441e7af3dcf0103c 150 4 3 4 6 0 1 28
1942 485ed2c498821ccc 151 4 3 4 6 0 1 28
1943 a82b31145cfffd20 150 4 3 4 6 0 1 27
1944 dd4228c3ac776c44 149 4 3 4 6 0 1 26
1945 5e3864b4202dfb4c 148 4 3 4 6 0 1 25
1946 6eaf36f1a35579d0 147 4 2 4 6 0 1 25
1947 afaca2d7606d687f 147 4 2 4 6 0 1 25
1948 231f88e88f325730 146 4 2 4 6 0 1 25
1949 e36454eb9662567a 146 4 2 4 6 0 1 25
1950 f7ce7798ee973f85 146 4 2 4 6 0 1 25
1951 4eef57a3c85eb9a1 146 4 2 4 6 0 1 25
1952 59ef4b4d8ce73c9c 146 4 2 4 6 0 1 25
1953 9bf6782abc4c4da5 145 4 2 4 6 0 1 25
1954 07079ac672eadf06 145 4 2 4 6 0 1 25
1955 200774e730fffe98 145 4 2 4 6 0 1 25
1956 a5e65ff6ccc273b8 145 4 2 4 6 0 1 25
1957 6e26f16d6df61b16 144 4 2 4 6 0 1 24
1958 34fa24ac2a593cbe 144 4 2 4 6 0 1 24
1959 8b08e7d55e0926f8 143 4 2 4 6 0 1 24
1960 717979166a76b9ab 144 4 2 4 6 0 2 24
1961 27ae5eaba1d545aa 142 4 2 4 6 0 1 24
1962 a11bdc79eadab504 141 4 2 4 5 0 1 24
1963 7efe2dcf592ac351 141 4 2 4 5 0 1 24
1964 2322b6f92728bc3c 141 4 2 4 5 0 1 24
1965 726a8981b7f43ef4 140 4 2 4 5 0 1 24
1966 d879325635d44013 140 4 2 4 5 0 1 24
1967 2905c2e9fac17b08 139 4 2 4 5 0 1 24
1968 4ff2db2a4485c848 139 4 2 4 5 0 1 24
1969 9ef4c132b08d5821 138 4 2 4 5 0 1 23
1970 66386b3733312dfd 138 4 2 4 5 0 1 23
1971 470e1a719950c109 138 4 2 4 5 0 1 23
1972 0b4ea5fefbdcacc0 139 4 2 4 5 0 1 23
1973 d67d78bd855489d6 139 4 2 4 5 0 1 23
1974 84d1a35f645c17ba 139 4 2 4 5 0 1 23
1975 cbc78b4ba4674c7b 139 4 2 4 5 0 1 23
1976 e58952a73c88cdcb 139 4 2 4 5 0 1 23
1977 a2c6793dab99c753 139 4 2 4 5 0 1 23
1978 d21d88476339a4f7 140 4 2 4 5 0 1 23
1979 8c1e6be287ea5791 140 4 2 4 5 0 1 23
1980 f4bc9383aa7c0075 140 4 2 4 5 0 1 23
1981 7fff5b96b97592f2 140 4 2 4 5 0 1 23
1982 629eac9bbd0848d6 139 4 2 4 5 0 1 23
1983 7aa2f3cfb663a2d9 139 4 2 4 5 0 1 23
1984 db30becc3ebfdfc2 140 4 2 4 5 0 1 23
1985 9afd452c55ebfdce 141 4 2 4 5 0 1 23
1986 8b0f89589939d4ca 140 4 2 4 5 0 1 23
1987 c8d0768d197485f2 139 4 2 4 5 0 1 23
1988 e3d553cbab345459 139 4 2 4 5 0 1 23
1989 199cd318012d3051 138 4 2 4 5 0 1 23
1990 922fad77ac96b9ba 138 4 2 4 5 0 1 23
1991 31c57e10a52789ba 138 4 2 4 5 0 1 23
1992 d877c7a5629703de 138 4 2 4 5 0 1 23
1993 657590753dd2f312 137 4 2 4 5 0 1 23
1994 bee629e797bf39c1 137 4 2 4 5 0 1 23
1995 35c11497851075ca 137 4 2 4 5 0 1 23
1996 bbf9da2e084c416b 137 4 2 4 5 0 1 23
1997 c838bede06816abc 137 4 2 4 5 0 1 23
1998 8824ff01af2607bb 137 4 2 4 5 0 1 23
1999 9dad0f47ba493c12 137 4 2 4 5 0 1 23
2000 325883a3e4da3267 136 4 2 4 5 0 1 22
2001 9100ac49ea013f7a 137 4 2 4 5 0 1 22
2002 d0b7bd40538d0890 137 4 2 4 5 0 1 22
2003 aba0053ace75f3ba 136 4 2 4 5 0 1 22
2004 b803f35f728f5b13 136 4 2 4 5 1 1 22
2005 2b26d3353061b29c 136 4 2 4 5 1 1 22
2006 83b4f998b683e74d 136 4 2 4 5 1 1 22
2007 76d5323d6bda0570 136 4 2 4 5 1 1 22
2008 aa8bd21d11060a93 136 4 2 4 5 1 1 22
2009 3f4d03752f7b4b39 135 4 2 4 5 0 1 22
2010 ae672c2c8dd42698 137 4 2 4 5 1 1 22
2011 89affaf868f8f8aa 136 4 3 4 5 1 1 22
2012 ce88d15db40adcd9 136 4 3 4 5 1 1 22
2013 cbe7c48325f88cf5 136 4 3 4 5 1 1 22
2014 539f8a1bdddf5cc1 134 4 3 4 5 0 1 22
2015 86ffd00cfd1154d6 135 4 3 4 5 0 1 22
2016 9ff3877ad80ec2c1 136 4 3 4 5 1 1 22
2017 1b020d0fe68795fd 136 4 3 4 5 1 1 22
2018 433e4d6f2b04a188 136 4 3 4 5 1 1 22
2019 7ad6cedf5cab429a 136 4 3 4 5 1 1 22
2020 98dc509e218d03b5 136 4 3 4 5 0 1 22
2021 0c8640f724755dd4 137 4 3 4 5 0 1 22
2022 7287f4363265ce74 138 4 3 4 5 1 1 22
2023 e81427f1729c4400 139 4 3 4 5 1 1 22
2024 8d53ea9ec18e07f7 139 4 3 4 5 1 1 22
2025 c7dab2f665459a95 137 4 3 4 5 0 1 21
2026 2f6db5a8c899bcdb 137 4 3 4 5 0 1 21
2027 2c6297aee9ab548b 137 4 3 4 5 0 1 21
2028 30de7bb0d6ec5a8f 139 4 3 4 5 1 1 21
2029 90ed776eb4bcee70 140 4 3 4 5 1 1 21
2030 6dd65d367980b56c 140 4 3 4 5 1 1 21
2031 ee46d205b5e28a46 140 4 3 4 5 1 1 21
2032 a04a9fc9ec6e2804 140 4 3 4 5 1 1 21
2033 1ad2170157672707 140 4 3 4 5 1 1 21
2034 e5ae211ccf587fad 140 4 3 4 5 1 1 21
2035 7ba926199512df6e 140 4 3 4 5 1 1 21
2036 99133672150fba0e 141 4 3 4 5 2 1 21
2037 fb2fde477a494568 140 4 3 4 5 1 1 21
2038 d21f129a47c7423d 140 4 3 4 5 1 1 21
2039 0651a43c3e5c948c 140 4 3 4 5 1 1 21
2040 ad7653ec0e9c4c8b 140 4 3 4 5 1 1 21
2041 809c6aa8ef622ed4 140 4 3 4 5 1 1 21
2042 acf578a8c906399f 140 4 3 4 5 1 1 21
2043 5490557314fe4bc4 139 4 3 4 5 1 1 19
2044 988dc3706fb45ed3 138 4 3 4 5 1 1 18
2045 6178a0476aca21fa 138 4 3 4 5 1 1 18
2046 0914331402b44ace 138 4 3 4 5 1 1 18
2047 002c93002dec46f3 137 4 3 4 5 0 1 18
2048 703fbb1ee20fd22c 138 4 3 4 5 1 1 18
2049 b550e5a5a5742c3f 138 4 3 4 5 1 1 18
2050 074bacebe7f6f1dc 138 4 3 4 5 1 1 18
2051 401cf3566dacbca1 138 4 3 4 5 1 1 18
2052 eb31604e5d692a25 138 4 3 4 5 0 1 18
2053 117b125089624625 136 4 3 4 5 0 1 18
2054 cf9938178963aa1a 138 4 3 4 5 1 1 18
2055 206d72f59eec81b2 137 4 3 4 5 1 1 17
2056 79edf6d71b05c027 136 4 2 4 5 1 1 17
2057 338e409fdc515c09 136 4 2 4 5 1 1 17
2058 48e3ecf5e024fa9a 135 4 2 4 5 0 1 17
2059 270c927ea7f4cc0d 136 4 2 4 5 0 1 17
2060 7488ac0f044a3ed9 136 4 2 4 5 0 1 17
2061 7849238f8e95eaf3 135 4 2 4 5 0 1 17
2062 c377e3192df394e2 135 4 2 4 5 0 1 17
2063 e7f384aa2ec0ec27 137 4 2 4 5 0 1 17
2064 5a6cf279c8c18a10 137 4 2 4 5 0 1 17
2065 782e2f15a0811f5a 136 4 2 4 5 0 1 16
2066 0965fe2ed0e6314f 137 4 2 4 5 0 2 16
2067 ba099f40acab8c62 137 4 2 4 5 0 2 16
2068 bc4197282c1fdb3c 137 4 2 4 5 0 2 16
2069 33c7c3d096e2e46d 136 4 2 4 5 0 2 15
2070 4b74eaddca8204af 136 4 2 4 5 0 2 15
2071 574af4e70df45db8 135 4 2 4 5 0 2 14
2072 9463c59850b0f5ec 135 4 2 4 5 0 2 14
2073 6ffcb0d063425150 135 4 2 4 5 0 2 14
2074 845031e7402f6ec7 135 4 2 4 5 0 2 14
2075 220abee2c4793c1e 134 4 2 4 5 0 2 13
2076 2162c6f187dff6b0 134 4 2 4 5 0 2 13
2077 4094c97a87abc6c4 134 4 2 4 5 0 2 13
2078 4a1d4b7b5b46a752 134 4 2 4 5 0 2 13
2079 6e5b154c6dfa7245 134 4 2 4 5 0 2 13
2080 9bec29d04799d5a7 134 4 2 4 5 0 2 13
2081 3a35e4abc222b017 133 4 2 4 5 0 2 13
2082 b8243ecdc53e5e6f 133 4 2 4 5 0 2 13
2083 b9468ca9f5897590 132 4 2 4 5 0 2 12
2084 3b5e14c6203484fc 132 4 2 4 5 0 2 12
2085 4b9cf4e99e72a6d2 133 4 2 4 5 0 3 12
2086 cf0439ae315b8ed7 133 4 2 4 5 0 3 12
2087 dd4944a673d2fbbc 132 4 2 4 5 0 3 11
2088 c8001fe0c6ccd95e 132 4 2 4 5 0 3 11
2089 db3a8cb963a955e4 132 4 2 4 5 0 3 11
2090 b03a37f0014bd43e 131 4 2 4 5 0 2 11
2091 78fbf06a4d592a4a 131 4 2 4 5 0 2 11
2092 7f3e4eb8bd574be4 130 4 2 4 5 0 2 11
2093 dc54bb9f8e5f348b 131 4 2 4 5 0 2 11
2094 63748e0f2fdac741 131 4 2 4 5 0 2 11
2095 5378ed59670229b0 130 4 2 4 5 0 2 11
2096 804957fac3579ff3 130 4 2 4 5 0 2 11
2097 77fca1f35f333d52 130 4 2 4 5 0 2 11
2098 928e76d60117f402 130 4 2 4 5 0 2 11
2099 040ac1ca97553dcd 130 4 2 4 5 0 2 11
2100 ae6fa151b943eac9 130 4 2 4 5 0 2 11
2101 4ff44b0206e555ee 129 4 2 4 5 0 2 10
2102 6442d9a3b55b7009 130 4 2 4 5 0 2 10
2103 54372ae1f8b20f26 130 4 2 4 5 0 2 10
2104 21db0e1d99a30349 129 4 2 4 5 0 1 10
2105 ddc11fbfa8faac37 128 4 2 4 5 0 1 9
2106 f60cfa3321f50f91 129 4 2 4 5 0 2 9
2107 057aa9e658887f72 130 4 2 4 5 0 2 9
2108 062d2c4d82b34b6a 129 4 2 4 5 0 2 9
2109 0a24fab48b6c0148 129 4 2 4 5 0 2 9
2110 ef06b1b7bb65937f 129 4 2 4 5 0 2 9
2111 977c43b8265c3fa1 128 4 2 4 5 0 2 8
2112 e7ed8b0846536ac0 127 4 2 4 5 0 2 8
2113 b020416022fe900e 128 4 2 4 5 0 3 8
2114 9891e1e3f57fee8e 127 4 2 4 5 0 3 8
2115 5bfead5f7aba3202 127 4 2 4 5 0 3 8
2116 6a86cd776e3310a4 127 4 2 4 5 0 3 8
2117 886eecac6ae358fb 127 4 2 4 5 0 3 8
2118 e4b172e4a0daab5d 126 4 2 4 5 0 2 8
2119 6ccea8d89501dab2 126 4 2 4 5 0 2 8
2120 65cb291ddd551f6a 125 4 2 4 5 0 2 8
2121 b8aa26e27061b437 125 4 2 4 5 0 2 8
2122 ffb83977c0c857c6 125 4 2 4 5 0 2 8
2123 427ee9f1b2191b6a 125 4 2 4 5 0 2 8
2124 967a6831a263592c 125 4 2 4 5 0 2 8
2125 f5f89d26d19bd1ca 126 4 2 4 5 0 3 8
2126 7403ecad9e3d6e65 127 4 2 4 5 0 3 8
2127 941a5238da7e8e2d 126 4 2 4 5 0 3 7
2128 6fca0b7f7bd87772 126 4 1 4 5 0 3 7
2129 80b4206c823ca58e 126 4 1 4 5 0 3 7
2130 fec8338990c1daf7 126 4 1 4 5 0 3 7
2131 8a6a6e5afbb9739c 127 4 1 5 5 0 3 7
2132 8f31197088dff8ad 127 4 1 5 5 0 3 7
2133 3ed5a7363eb89315 127 4 1 5 5 0 3 7
2134 c1ded447483abf06 127 4 1 5 5 0 3 7
2135 d84683d631a7022a 127 4 1 5 5 0 3 7
2136 1864f29b411cf1b6 128 4 1 5 5 0 3 7
2137 df9ad5f0ae39ad65 128 4 1 5 5 0 3 7
2138 e1281a1dbc49436e 128 4 1 5 5 0 3 7
2139 4f525c3c2068632f 128 4 1 5 5 0 3 7
2140 13364ea9075e3cbe 128 4 1 5 5 0 3 7
2141 6adef51dca160998 127 4 1 5 5 0 3 7
2142 948788de47425bcc 128 4 1 5 5 0 3 7
2143 720eb37091208dfc 128 4 1 5 5 0 3 7
2144 b6a18727f3de5245 128 4 1 5 5 0 3 7
2145 86b1809c9aee0c33 128 4 1 5 5 0 2 7
2146 baf387fa8dcdd081 129 4 1 5 5 0 3 7
2147 9f29d308409e8032 129 4 1 5 5 0 3 7
2148 a6db9a6021e81d0c 129 4 1 5 5 0 3 7
2149 e895e1285616d4bb 129 4 1 5 5 0 3 7
2150 cec4e4cb64779828 129 4 1 5 5 0 3 7
2151 6a4221339ddc7fb3 128 4 1 5 5 0 3 7
2152 7d839ebdd6e2d0fa 128 4 1 5 5 0 3 7
2153 b91922fe81232d3e 128 4 1 5 5 0 2 7
2154 a90079532ba11cd1 128 4 1 5 5 0 2 7
2155 2dc5b2c666d46eb7 128 4 1 5 5 0 2 7
2156 cc277176ceb825a2 128 4 1 5 5 0 2 7
2157 a474fb1f012e541d 128 4 1 5 5 0 2 7
2158 29b96383c275f56f 127 4 1 5 5 0 1 7
2159 1627d38b0e33bdb2 128 4 1 5 5 0 1 7
2160 2b0c39dc3c484724 128 4 1 5 5 0 1 7
2161 f6a8fb8c2d308bad 128 4 1 5 5 0 1 7
2162 b4b48cc89a867834 128 4 1 5 5 0 1 7
2163 12188c9ab79aeaa0 128 4 1 5 5 0 1 7
2164 103abaf7aaf1c160 128 4 1 5 5 0 1 7
2165 1ec0c88975592ab9 129 4 1 5 5 0 2 7
2166 b86f8bbad3a2a5f5 130 4 1 5 5 0 2 7
2167 c6aa8504f1271315 131 4 1 5 5 0 2 7
2168 64b657ea287dffd5 131 4 1 5 5 0 2 7
2169 ee4a9e50927bceab 130 4 1 5 5 0 2 7
2170 66dfdaf66ff8cecd 130 4 1 5 5 0 2 7
2171 19bfec9c4c374bf6 129 4 1 5 5 0 2 7
2172 ab34dbd435b68323 129 4 1 5 5 0 2 7
2173 6a74e1233ce06574 129 4 1 5 5 0 2 7
2174 41555065b5e42647 129 4 1 5 5 0 2 7
2175 d5af2a141b313051 129 4 1 5 5 0 2 7
2176 48f757eb239cd8cf 129 4 1 5 5 0 2 7
2177 3271fde04448e317 129 4 1 5 5 0 2 7
2178 f2819e444324a469 129 4 1 5 5 0 2 7
2179 8ae6225ebf81abb4 130 4 1 5 5 0 2 7
2180 82eea239efe9fc6b 129 4 1 5 5 0 2 6
2181 d13b37a3043152d1 129 4 1 5 5 0 2 6
2182 22dd82653b236ff6 127 4 1 5 5 0 2 5
2183 0aca7a4e29642b2d 127 4 1 5 5 0 2 5
2184 ed37a40bdc918805 127 4 1 5 5 0 2 5
2185 d8ed77ce9f49a126 127 4 1 5 5 0 2 5
2186 028bbaddbe329d11 128 4 1 5 5 0 3 4
2187 e2830f1de0c4aaa3 128 4 1 5 5 0 3 4
2188 ab32f5517b33781f 127 4 1 5 5 0 2 4
2189 378a177a20ef1111 127 4 1 5 5 1 2 4
2190 a618ff75fd85582b 126 4 1 5 5 1 2 4
2191 42ed56bbb20ff9f9 127 4 1 5 5 1 2 4
2192 e63845bf752f20e9 127 4 1 5 5 1 2 4
2193 84d2972f82c37648 127 4 1 5 5 1 2 4
2194 1918c58951f95d75 127 4 1 5 5 1 2 4
2195 d42cf081b9bfda09 127 4 1 5 5 1 2 4
2196 9a1b0a22fd2e6b1a 127 4 1 5 5 1 2 4
2197 db488e5bb444d8b0 127 4 1 5 5 1 2 4
2198 88a426cd20439396 127 4 1 5 5 1 2 4
2199 024f9c6ffb9c548b 127 4 1 5 5 1 2 4
2200 081cb0263c6b8aeb 125 4 1 5 5 0 2 4
2201 57f3fa99ea79e08c 126 4 1 5 5 1 2 4
2202 c998147ee4f67373 126 4 1 5 5 1 2 4
2203 1bbfbab382182f9b 125 4 1 5 5 1 2 4
2204 7784e7a32b4a084b 124 4 1 5 5 1 2 3
2205 54e593626a2b1f40 124 4 1 5 5 1 2 3
2206 913cb0c1dd69177e 123 4 1 5 5 0 2 3
2207 42e28332c6ecf2ff 123 4 1 5 5 1 2 3
2208 691370c400f1fbce 123 4 1 5 5 1 2 3
2209 fceb4ccc9d26ebd5 123 4 1 5 5 1 2 3
2210 4a259ee59ce89be3 120 4 1 5 5 1 2 2
2211 3f26cc25cff33bb3 119 4 1 5 5 0 2 2
2212 f2da788b7e14ce09 121 4 1 5 5 0 2 2
2213 1b16db9751827f9a 122 4 1 5 5 1 2 2
2214 92b049aaf1c91ebb 122 4 1 5 5 1 2 2
2215 7e14d7fe9710e517 121 4 1 5 5 1 2 2
2216 aeb71e9285ecefa8 119 4 1 5 5 0 2 1
2217 bb2e27ce1367acf6 119 4 1 5 5 0 2 1
2218 b858f9431c64a85c 119 4 1 5 5 0 2 1
2219 359f1c5afe527b5c 119 4 1 5 5 0 2 1
2220 09babcf141201bc3 119 4 1 5 5 0 2 1
2221 2cf776accec3638a 118 4 1 5 5 0 2 1
2222 7d71ddc22375416f 120 4 1 5 5 0 2 1
2223 0a41eee0b9523d17 120 4 1 5 5 0 2 1
2224 2587da25e51b76a9 121 4 1 5 5 0 2 1
2225 61ecda3807ce7fd4 122 4 1 5 5 0 2 1
2226 fdcf6bde35f60493 122 4 1 5 5 0 2 1
2227 f7b0874cac212458 121 4 1 5 5 0 2 1
2228 e18fa1426ce837d2 122 4 1 5 5 0 2 2
2229 e49124001eb0fd09 122 4 1 5 5 0 2 2
2230 9d741266ed83cf9e 121 4 1 5 5 0 2 2
2231 e1567e8dad37eaa0 121 4 1 5 5 0 2 1
2232 43265d922929a9a4 121 4 1 5 5 0 2 1
2233 a94a4f0fbdb8a650 121 4 1 5 5 0 2 1
2234 242bb123d3764912 122 4 1 5 5 0 2 2
2235 47afe2ae50f2131e 122 4 1 5 5 0 2 2
2236 2cbd561196aa43dd 122 4 1 5 5 0 2 2
2237 9c62a3a3654cdd94 123 4 1 5 5 0 3 2
2238 5dbc5d9c04180720 123 4 1 5 5 0 3 2
2239 ee439dce6640471a 124 4 1 5 5 0 3 2
2240 d64ece3d1a86621d 127 4 1 5 5 0 3 4
2241 da1b7149aa837808 127 4 1 5 5 0 3 4
2242 f77b753bd1086beb 127 4 1 5 5 0 3 4
2243 cdb38c44bdcb374c 127 4 1 5 5 0 3 4
2244 37de5ca98ba05b48 127 4 1 5 5 0 3 4
2245 2f9722043262a519 128 4 1 5 5 0 3 4
2246 82289901ad0b54a2 131 4 1 5 5 0 3 6
